x		y
0.483021451	0.99880145
0.294478478	0.976473574
0.440461789	0.003992331
0.180911739	0.24469102
0.076559235	0.332120158
0.008546535	0.52250688
0.489339576	0.384273972
0.366769291	0.509282339
0.142100126	0.661493651
0.638598554	0.033686221
0.988636225	0.711526776
0.240485027	0.069314816
0.241478409	0.622586682
0.686653503	0.991568349
0.612649358	0.761059779
0.473138366	0.166308699
0.508119228	0.01225581
0.955690576	0.666604359
0.409465729	0.790288181
0.977720414	0.183105066
0.905967326	0.568263203
0.587963704	0.457049596
0.254671415	0.643675061
0.932292141	0.53558812
0.838500562	0.592180318
0.55041031	0.995222391
0.53423598	0.631156433
0.751281892	0.764691629
0.057464999	0.604614177
0.212282671	0.264733091
0.690976467	0.398594032
0.011019423	0.031341704
0.18799932	0.637348546
0.043385109	0.109559795
0.680447589	0.900242116
0.153328732	0.959125597
0.825657899	0.710997571
0.495156856	0.874593335
0.506521777	0.271889188
0.534328466	0.445805224
0.201824202	0.372758786
0.512093899	0.633473786
0.369173853	0.917443511
0.671987389	0.050167473
0.982695854	0.380254018
0.576725305	0.321933026
0.255646349	0.154132231
0.268054707	0.492810173
0.326991631	0.682001253
0.132927156	0.145066005
0.418483345	0.160649162
0.895059187	0.996983482
0.607865921	0.181187645
0.927353625	0.65723932
0.102699967	0.546807238
0.751259446	0.765313175
0.543370649	0.529187552
0.153827585	0.261508799
0.060893016	0.993034217
0.956122843	0.185964755
0.22445298	0.894146243
0.892473927	0.15729817
0.881304865	0.305404158
0.57800199	0.181495732
0.963876829	0.910312495
0.423942188	0.824353769
0.238140763	0.777342809
0.165203688	0.599343323
0.302804155	0.333091247
0.330020825	0.889959002
0.466969449	0.0578851
0.955089591	0.20325427
0.932918401	0.996964846
0.438987579	0.614584621
0.745170825	0.251925249
0.276943087	0.392011252
0.225702572	0.24921138
0.9686431	0.052991175
0.09878316	0.186819721
0.392171027	0.206297783
0.884371696	0.234586867
0.782629435	0.021872892
0.389659087	0.889542096
0.444356831	0.445754819
0.09577787	0.364503318
0.42767643	0.71107053
0.654142113	0.44955343
0.137805497	0.386311041
0.987900213	0.460779008
0.381053974	0.741258068
0.789407908	0.401660372
0.568082332	0.731282712
0.36554806	0.728420946
0.309965737	0.376948651
0.6906055	0.618769904
0.570473274	0.257483472
0.761489576	0.725736073
0.157603646	0.799793004
0.63708434	0.318547483
0.592821883	0.531314202
